task_category,industry_sector,implementation_cost_low,implementation_cost_high,roi_timeline_months,technology_maturity,wef_adoption_score,regulatory_friction,min_org_size,annual_labor_cost_threshold,source,source_url,as_of_year,adoption_current_pct,adoption_expected_pct,payback_months,region,country,evidence_note,source_page
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 31% 40% 96% 89% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,238
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 31% 40% 96% 89% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,238
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 31% 40% 96% 89% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,238
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 31% 40% 96% 89% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,238
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 31% 40% 96% 89% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,238
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 31% 40% 96% 89% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,238
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 Upskilling and reskilling outlook 46 25 20 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeplo...,239
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 Upskilling and reskilling outlook 46 25 20 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeplo...,239
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 Upskilling and reskilling outlook 46 25 20 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeplo...,239
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 Upskilling and reskilling outlook 46 25 20 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeplo...,239
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 Upskilling and reskilling outlook 46 25 20 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeplo...,239
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Sub-Saharan Africa 341.2 Upskilling and reskilling outlook 46 25 20 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeplo...,239
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 1 / 2 Accommodation, Food, and Leisure 24% 42% 80% 77% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizat...",240
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 1 / 2 Accommodation, Food, and Leisure 24% 42% 80% 77% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizat...",240
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 1 / 2 Accommodation, Food, and Leisure 24% 42% 80% 77% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizat...",240
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 1 / 2 Accommodation, Food, and Leisure 24% 42% 80% 77% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizat...",240
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 1 / 2 Accommodation, Food, and Leisure 24% 42% 80% 77% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizat...",240
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 1 / 2 Accommodation, Food, and Leisure 24% 42% 80% 77% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizat...",240
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Accommodation, Food, and Leisure Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greates...",241
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Accommodation, Food, and Leisure Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greates...",241
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Accommodation, Food, and Leisure Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greates...",241
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Accommodation, Food, and Leisure Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greates...",241
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Accommodation, Food, and Leisure Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greates...",241
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Accommodation, Food, and Leisure Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greates...",241
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Industry Profile 1 / 2 Advanced Manufactoring 50% 37% 78% 86% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizations with ...,242
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Industry Profile 1 / 2 Advanced Manufactoring 50% 37% 78% 86% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizations with ...,242
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Industry Profile 1 / 2 Advanced Manufactoring 50% 37% 78% 86% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizations with ...,242
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Industry Profile 1 / 2 Advanced Manufactoring 50% 37% 78% 86% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizations with ...,242
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Industry Profile 1 / 2 Advanced Manufactoring 50% 37% 78% 86% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizations with ...,242
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Industry Profile 1 / 2 Advanced Manufactoring 50% 37% 78% 86% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share of organizations with ...,242
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Advanced Manufactoring Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greatest potentia...",243
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Advanced Manufactoring Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greatest potentia...",243
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Advanced Manufactoring Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greatest potentia...",243
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Advanced Manufactoring Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greatest potentia...",243
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Advanced Manufactoring Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greatest potentia...",243
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,"Industry Profile 2 / 2 Advanced Manufactoring Human-machine frontier Business Practice Human-machine frontier Business practices to improve talent availability % of tasks completed by predominantly people, predominantly technology, or a combination of both Top practices with the greatest potentia...",243
